speaker,start,end,text
SPEAKER_00,3603.56,3606.4, and
SPEAKER_01,3606.4,3712.66," member -driven  organizing  within  labor  unions  is  a  huge,  is  a  huge  thing  that  I  think,  you  know,  labor  unions  are  interested  in,  at  least  in  name.  And  so  I  think,  you  know,  recommitting  our  unions  to  these.  you  know,  bottom -up  practices  would  be  really  helpful.  And  thinking  about,  you  know,  the  sort  of  intersectional  concerns  that,  you  know,  members  engage  with  and,  like,  taking  those  seriously  and  meaningfully.  And,  like,  thinking  about,  you  know,  we're  not  just  asking  for  wages  here.  We're  asking  for  a  better  world  and  a  better  future.  I  think,  you  know,  so  many  times  unions  focus  solely  on  the  bread  and  butter  issues  when  they're,  because  the  main  thing  of  labor  unions,  their  main  goal  is  to  interface  with  institutions,  right?  And  so  I  think  labor  unions  can  do  a  lot  when  they're  pushing  institutions  to  do  better  and  do  better  by  people.  And  when  that  is  driven  from  membership,  other,  rather  than,  like,  you  know,  leadership.  And  so,  sure,  like,  we  want  better  wages.  right?  But  we  also  want  a  livable  world.  And  so  I  think  that  that's  a  really  important  thing  to  think  about  and  think  about,  you  know,  broader  organizing  with,  you  know,  not  just  members,  but  also,  you  know,  communities  who,  you  know,  live  in  the  shadow  of  whatever  industry  or  institution  that  the  labor  union  represents,  you  know,  workers  in,  right?  Like,  it  must  necessarily  be,  I  think,"
SPEAKER_00,3707.82,3708.9," you  know,  workers"
SPEAKER_01,3713.44,3739.88," you  know,  a  broad  effort.  If  we're  thinking  about  a  world  we  want,  we've  got  to,  we've  got  to  have  as  many  people  having  input  on  what  that  world  is  and  how  to  get,  how  to,  how  to,  how  to  get  to,  how  to  get  to  it,  right?  It  seems  true  that  we  can't  have  nice  things  or  that,  like,  a  better  world  isn't  possible,  but  a  better  world  is  possible,  but  a  better  world  is  possible  and  it's  ours  to  take  and  ours  to  make,  you  know?"
SPEAKER_00,3743.66,3763.04," do  you  feel  that  that  world  is  easier  to  make  now  that,  or  at  least  conceive  of  now  that  we're  at  this  like  socialism  versus  barbarism  crossroads,  are  the  other  possibilities  more  apparent  than,  like  say  in  2011  when  you  said  that,  you  know,  everybody's  really  excited  about  the  internet,  there's  more  of  this  utopian  illusion,  I  guess."
SPEAKER_01,3763.34,3770.42," Yeah,  and  even  in  2011,  it  wasn't  that  they  were  excited  about  the  internet,  they're  excited  about  social  media.  They're  excited  about  big  data,  right?"
SPEAKER_00,3768.6,3769.08, They're  excited
SPEAKER_01,3770.78,3806.46," And  then  it  was,  you  know,  there's  big  data.  And  then  there's  misinformation,  and  now  there's,  oh,  and  it  was  cryptocurrency,  a  blip  for  a  while,  and  then  it's,  now  it's  AI,  right?  It's  just  like  the  trajectory  of  concern  moving,  you  know,  ever  forward,  or  sort  of  the  trajectory  of  buzzwords  as  these  companies  try  to  make  what  they've  collected  valuable  to  them.  And  so,  you  know,  I  do  think  it  is  a  bit  more,  it's  more  palpable  than  it  was  in  2011  to  a  broader.  scale  with  people.  Like,  just  teaching  about  this  stuff  over"
SPEAKER_03,3805.76,3806.46, over
SPEAKER_01,3806.46,3819.6," the  last,  Jesus,  like  15  years  now.  It's  much  easier  to  make  some  arguments  about,  you  know,  the  fact  that  companies  collect  data  on  you."
SPEAKER_01,3820.0,3855.98," Right.  In  five  minutes  of  a  class,  as  opposed  to,  like,  a  whole  trajectory  of  the  entire  semester  where  you're  trying  to  make  this  argument  to  students  and  they're  not  getting  it  and  they  don't  care,  right?  but  like  now  it's  like  we  get  it  we're  here  together  let's  move  on  to  you  know  other  things  so  i  see  it  there  i  see  it  in  the  way  that  like  you  know  the  normies  you  know  mothers -in -law  and  uh  you  know  just  people  to  interact  with  on  a  day -to -day  basis  can  can  see  the  analysis  in  a  way  that's  much  more  clear  than  it  was  certainly  in  2011  so"
SPEAKER_03,3820.0,3820.14, Right.
SPEAKER_03,3853.98,3855.98, so
SPEAKER_01,3855.98,3909.36," you  know  i  will  say  though  that  for  a  long  time  people  have  been  have  been  evoking  Rosa  Luxembourg's.  We  are  at  a  crossroads  between  socialism  and  barbarism.  Increasingly  more  so,  right?  But,  you  know,  there's  always  been  crisis.  And,  you  know,  the  ruling  classes  are  sure  to  make  sure  to  never  let  a  crisis  go  to  waste.  But,  you  know,  I  think  the  crisis  that  we're  in  right  now  is  palpable,  compelling,  and  lived.  by  broader  swaths  of  people  who  maybe  weren't  touched  by  it  before.  And  so  I  think  that  that,  that's  an  opportunity.  That  may  be  not  something  you  want  to  say  in  public.  So  that  is  a  place  for  intervention.  I'm  saying."
SPEAKER_00,3912.76,3920.6," Yeah,  the  Rosa  Luxembourg  quote,  and  I  always  hear  it  with  like  the  Gramsci,  Now  is  the  Time  of  Monsters  thing.  Yeah.  We're  in  this  moment  of  where,"
SPEAKER_03,3918.4,3918.56, Yeah.
SPEAKER_00,3921.28,3938.16," crisis  is  perpetual,  I  guess,  and  also  doesn't  have  any  bounds,  I  guess.  So,  okay.  Let  me  see  here.  So  I  think  you've,  did  you  finish  up  the  draft  of  the  book  in  early  2025?  It  sounds  like,  or?"
SPEAKER_01,3938.86,3949.88," Yeah.  I  mean,  there  were  edits  up  until,  December,  I  think.  But,  like,  just  I  only  had,  like,  so  I  finished  the  proof."
SPEAKER_03,3945.7,3945.78," But,"
SPEAKER_02,3945.7,3945.78," But,"
SPEAKER_01,3952.26,3976.68," And  I  want  to  say,  I'm  trying  to  think.  Now  I  can't  remember.  Okay,  so  I  think  the  main  proof  went  in  in  24.  I  did  revisions,  yeah,  in  like  January,  February,  I  think  until  March,  2025.  And  then  after  that,  it  was  like  tweaks  and"
SPEAKER_03,3973.82,3976.68, And  then  and
SPEAKER_01,3976.68,3983.02, like  little  things  that  I  could  tweak  that  I  was  tweaking  up  until  recent.
SPEAKER_00,3983.54,3991.56," Okay.  Yeah,  I  was  just  wondering  if  you  could  talk  more  about,  like,  you  know,  what's  changed.  I  think  you  have  a  little.  Yes,  so  much.  Oh,  my  God.  Yeah."
SPEAKER_01,3989.84,4025.98," a  little.  Yes,  so  much.  Oh,  my  God.  Yeah.  So  it's  like,  I  started  writing  this  book,  like,  I  started  conceptualizing  it  and,  like,  doing  the  research  and,  like,  writing,  you  know,  sort  of  thinking  about  this  in  2020  and  2020,  now  is  six  years  ago.  what  we've  seen  is  just  an  intensification  of  a  lot  of  the  problems.  that,  like,  motivated  this  book.  But,  you  know,  most  of  this  book  was  written  during  the  Biden  administration.  Right.  Where  there  were,  you  know,  piecemeal  advances  around,  you"
SPEAKER_03,4018.98,4019.1, Right.
SPEAKER_01,4025.98,4156.04," know,  all  sorts  of,  like,  technology  and  infrastructural  concerns,  right?  And  my  big  thing  was,  like,  this  is  not  enough.  And  so  this  book  was  sort  of,  like,  conceptualized  and  written  in  that,  moment  of  like  we  must  we  must  build  together  to  ask  for  more  or  like  to  push  for  more.  And  then,  you  know,  Donald  Trump  was  elected  for  the  second  time  and  we  see,  you  know,  a  rollback  of  regulation,  entrenched  demiseration  spending  on,  you  know,  government  spending  on  these  and  like  tax  breaks  for  these,  you  know,  tech  industry  behemots.  wars,  the  intensification  of  wars  across  the  planet,  like  straight  up  imperial  wars  for  resources,  you  know,  most  recently  in  Iran.  But  I  think,  you  know,  whenever  Donald  Trump  was  elected,  I  was  like,  I  don't,  who  knows  if  this  book's  even  going  to  be  relevant  anymore,  because  we  may  be  in  even  more  of  a  defensive  place.  And  we  maybe  are.  But  at  the  same  time,  I  think  the  stuff  that  I'm  talking  about  here  really  sort  of  sets  the  stage  or,  like,  you  know,  lays  some  groundwork  or,  like,  really  explains  the  moment  leading  right  up  to  the  current  moment  that  we're  in  to  explain  to  us,  like,  how  stuff  got  so  bad.  And,  you  know,  I  think,  I  think  it  still  speaks  to  the  current  moment  in  ways  that  surprise  me.  that  whenever  I  was,  like,  finishing  up  this  book,  I  was  like,  well,  maybe  this  book's  just  going  to  be  one  for  the  libraries  that  nobody  ever  reads  because  it's  completely  out  of  date,  right?  No,  but  I  knew,  like,  people  will  still  be  interested  in  pushing  back  and,  like,  still  be  interested  in  these,  like,  examples,  but,  like,  you  know,  I  thought,  I  didn't  know  what  the  political  appetite  would  be  for  pushback.  Yeah.  And  so  that's  what  I  was  concerned  about,  I  guess."
SPEAKER_00,4156.32,4200.72," Got  it,  yeah.  Yeah,  it  seems  that  with  Trump,  there's  sort  of  two  turns  that  people  can  have.  One  is  that,  you  know,  people  can,  you  know,  as  a  client  type,  people  can  think,  like,  Joe  Biden  went  too  far,  et  cetera.  We  need  to  be  even  more  centrist,  et  cetera.  And  then  there's,  like,  the  obvious  truth,  I  guess,  that  what  the  old  regime  had  was  not  enough,  I  think.  And  that  is  why  we're  kind  of  in  this  place  now,  I  guess,  and  which  is  sort  of.  it's  an  argument  for  that  we  have  to  take  control  in  this  radical  way,  at  the  root  of,  um,  of  infrastructure,  I  guess,  so,  so,  so  I  hope  that's  like  the  way  that,  um,  yeah,  socialists  as  a  whole,  especially  can,  can  take  that  up."
SPEAKER_03,4201.46,4201.68, Yeah.
SPEAKER_00,4202.660000000001,4211.48," Um,  I'm  also  curious  of  your  thoughts  on,  like,  the,  like,  the,  like,  social  struggles  that  have  taken  place  since,  um,  or  the  past  few  years,  like,  especially  the  data  center  stuff,  I  guess,  so.  Yeah."
SPEAKER_03,4211.38,4211.48, Yeah.
SPEAKER_00,4212.5,4220.32," Like,  are  the,  do  you  feel  like  those  are  maybe  speaking  to  or  in  conversation  with  the  struggles  or  the,  um,  the  corporate  projects  that  you  were  talking  about?"
SPEAKER_01,4220.54,4339.98," Well,  um,  yes,  in  different  ways,  right?  So  one  of  the,  one  of  the,  one  of  the  chapters  talks  a  lot  about,  um,  Amazon  supply  chain  and  about  how  they  were  beginning  to  build  data  center,  so  they  were  building  fulfillment  centers.  So  I  really,  like,  I  talk  about  fulfillment  centers  as,  as  sort  of  a  precursor.  to  like  these  land  grabs  and  like,  you  know,  around  data  center.  I  don't  really  talk  that  much  about  data  centers  because  this  is  a  relatively  new,  like  for  most  people,  like  a  newer,  like  it  is  not  new,  right?  But  like  the  attention  to  data  centers,  I  think  is  new.  And  so  I  was  talking  about,  you  know,  building  of  cryptocurrency  mines  in,  you  know,  places  that  were  ecologically  ruined  in,  you  know,  eastern  Kentucky.  that  were  old  mining  offices  or  old  mining  shafts  or,  and  then  I  talk  about,  then  Amazon  and  another  chapter  building  a  lot  of  these  fulfillment  centers  on  superfund  sites.  And  so,  you  know,  I  think  that  the  relationship  to  land  and  resources,  specifically  that  runs  through  this  book  speaks  to  this  moment  of  people's  attention  to  data  centers  and  how  how  they're  cited,  where  they're  cited,  who's  affected  by  these  enormously  polluting  warehouses  that  promise  a  lot  of  jobs,  don't  give  a  lot  of  jobs,  like  all  of  this  stuff  has  precursors  that  I  talk  about  sort  of  like  right  before  this  moment  that  we're  all  interested  in  now,  like  other  sort  of  flickering  of  that  that  existed  with  these  like  cryptocurrency  mining  places  and  these  fulfillment  centers  that  still  are  for  rent.  Like,  nobody's  moved  into  them,  right?"
SPEAKER_00,4321.86,4323.24, has  precursors
SPEAKER_01,4343.06,4426.82," And,  you  know,  this  sort  of  massive  buy -up  of  land  that  just  is  continually  happening,  you  know,  ever  since  the  beginning  of  this  country.  But  now,  again,  it's  in  this  sort  of  intensified  state  in  the  United  States.  And,  like,  in  here  now,  data  centers  intervene  where,  you  know,  normal  people  can't  purchase  anything,  let  alone  property.  Yet,  you  know,  I  see  it  all  over  the  place.  where  I  live  in  New  Jersey,  that  is  farmland.  I  live  in  South  Jersey  and  it  was  primarily  farmland  and  farmers  can't  operate  the  machinery  to,  you  know,  do,  you  know,  harvest,  plant  and  harvest,  plant  and  harvest,  say  the  corn  or  soy  beans  that  they  did.  And  so  they  sell  their,  you  know,  sell  their  land  to  a  data  center  or  to  a  fulfillment  center  that  lies  unused,  right?  Because  they  got  bought  out  by  these,  you  know,  big  corporations  that  don't.  really  intend  probably  to  fill  these  fulfillment  centers.  Rather,  they're  just  like  getting  the  tax  breaks  that  they  can  and  the,  you  know,  public  investment  that  they  can't  get  out.  So  it's  like  the  same  with  data  centers,  right?  yes.  That's  sort  of  how  it  relates.  And  I  think,  know,  there's,  yeah,  I'll  stop  there."
SPEAKER_00,4428.5,4442.0," Um,  yeah,  uh,  well,  so  that,  that's  all  the  questions  that  I  had  prepared,  but  I'm,  I'm  curious  maybe  if  you  want,  if  you  want,  if  you  want  any,  like,  um,  last  thoughts  or  calls  to  action,  I  guess,  for  the,  whoever  will  read  this,  I  guess,  so."
SPEAKER_01,4442.48,4491.14," Yeah.  I  mean,  maybe  I'll  reiterate  this.  You  know,  uh,  I  realize  that  a  lot  of  the  things  that  I'm  advocating  for  in  this  book  sound  hard  if  not  impossible.  Um.  But,  you  know,  I  think  we're  at  a  moment  when  it's,  we  must  decide  to,  to  stand  up  and  engage  with  these  problems  head  on,  and  that,  you  know,  at  all  of  the  points  in  history,  a  better  world  is  and  has  been  possible,  and  that  is  true  now,  and  a  better  world  is,  it's  ours.  We  just  have  to,  we  have  to  fight  for  it.  We  have  to  build  it.  We  have  to  make  it.  We  have  to  take  it."
SPEAKER_00,4486.22,4494.48," We  Great.  Okay.  Thanks,  Brett."
