start,end,speaker,text
2065.86,2066.06,SPEAKER_00, here
2066.06,2066.24,SPEAKER_00, so
2068.72,2069.12,SPEAKER_00, um
2069.12,2069.52,SPEAKER_00, it's
2069.52,2069.74,SPEAKER_00, it's
2069.74,2069.82,SPEAKER_00, got
2069.82,2070.14,SPEAKER_00, this
2070.14,2070.36,SPEAKER_00, dual
2070.36,2070.7,SPEAKER_00, character
2070.7,2070.88,SPEAKER_00, to
2070.88,2070.94,SPEAKER_00, it
2070.94,2071.02,SPEAKER_00, i
2071.02,2071.2,SPEAKER_00, think
2071.2,2071.5,SPEAKER_00, one
2071.5,2071.74,SPEAKER_00, is
2071.74,2072.7,SPEAKER_00, used
2072.7,2072.82,SPEAKER_00, it
2072.82,2073.0,SPEAKER_00, to
2073.0,2073.4,SPEAKER_00, describe
2073.4,2073.58,SPEAKER_00, like
2073.58,2073.7,SPEAKER_00, the
2073.7,2073.82,SPEAKER_00, way
2073.82,2074.02,SPEAKER_00, that
2074.02,2074.2,SPEAKER_00, the
2074.2,2074.84,SPEAKER_00, billionaires
2074.84,2075.0,SPEAKER_00, are
2075.0,2075.32,SPEAKER_00, seeing
2075.32,2075.94,SPEAKER_00, themselves
2075.94,2076.12,SPEAKER_00, i
2076.12,2076.28,SPEAKER_00, guess
2076.28,2076.5,SPEAKER_00, and
2076.5,2076.86,SPEAKER_00, um
2076.86,2077.34,SPEAKER_00, you
2077.34,2077.4,SPEAKER_00, know
2077.4,2077.54,SPEAKER_00, their
2077.54,2077.68,SPEAKER_00, own
2077.68,2078.1,SPEAKER_00, ambitions
2078.1,2078.4,SPEAKER_00, or
2078.4,2078.96,SPEAKER_00, uh
2079.66,2080.06,SPEAKER_00, yeah
2080.06,2080.46,SPEAKER_00, imaginaries
2080.46,2080.64,SPEAKER_00, i
2080.64,2080.82,SPEAKER_00, guess
2080.82,2081.16,SPEAKER_00, um
2081.16,2081.84,SPEAKER_00, and
2081.84,2081.98,SPEAKER_00, then
2081.98,2082.12,SPEAKER_00, on
2082.12,2082.22,SPEAKER_00, the
2082.22,2082.34,SPEAKER_00, other
2082.34,2082.52,SPEAKER_00, hand
2082.52,2082.68,SPEAKER_00, it's
2082.68,2082.86,SPEAKER_00, like
2082.86,2083.18,SPEAKER_00, uh
2083.18,2083.44,SPEAKER_00, it
2083.44,2083.9,SPEAKER_00, um
2083.9,2084.14,SPEAKER_00, it
2084.14,2084.26,SPEAKER_00, is
2084.26,2084.46,SPEAKER_00, also
2084.46,2084.6,SPEAKER_00, a
2084.6,2084.68,SPEAKER_00, way
2084.68,2084.8,SPEAKER_00, to
2084.8,2085.2,SPEAKER_00, describe
2085.68,2086.08,SPEAKER_00, um
2086.08,2086.34,SPEAKER_00, you
2086.34,2086.46,SPEAKER_00, know
2086.46,2086.58,SPEAKER_00, the
2086.58,2086.9,SPEAKER_00, resurgence
2086.9,2087.1,SPEAKER_00, of
2087.1,2087.68,SPEAKER_00, rentiership
2087.68,2087.78,SPEAKER_00, i
2087.78,2087.98,SPEAKER_00, guess
2087.98,2088.1,SPEAKER_00, as
2088.1,2088.48,SPEAKER_00, like
2088.48,2088.68,SPEAKER_00, a
2088.68,2088.92,SPEAKER_00, real
2088.92,2089.34,SPEAKER_00, economic
2089.34,2089.96,SPEAKER_00, form
2089.96,2090.6,SPEAKER_00, um
2090.6,2090.84,SPEAKER_00, even
2090.84,2091.46,SPEAKER_00, no
2091.46,2091.62,SPEAKER_00, matter
2091.62,2091.82,SPEAKER_00, what
2091.82,2092.04,SPEAKER_00, the
2092.04,2092.5,SPEAKER_00, billionaires
2092.5,2092.64,SPEAKER_00, are
2092.64,2092.86,SPEAKER_00, thinking
2092.86,2093.04,SPEAKER_00, i
2093.04,2093.24,SPEAKER_00, guess
2093.24,2094.34,SPEAKER_00, um
2093.24,2094.34,SPEAKER_00, um
2094.34,2095.02,SPEAKER_00, so
2095.02,2095.22,SPEAKER_00, i'm
2095.22,2095.48,SPEAKER_00, curious
2095.48,2095.6,SPEAKER_00, i
2095.6,2095.8,SPEAKER_00, guess
2095.8,2096.08,SPEAKER_00, uh
2096.08,2096.46,SPEAKER_00, just
2096.46,2096.54,SPEAKER_00, to
2096.54,2096.7,SPEAKER_00, start
2096.7,2096.82,SPEAKER_00, out
2096.82,2097.02,SPEAKER_00, here
2097.02,2097.26,SPEAKER_00, if
2097.26,2097.6,SPEAKER_00, um
2098.4,2098.74,SPEAKER_00, if
2098.74,2098.84,SPEAKER_00, you
2098.84,2098.84,SPEAKER_00, can
2098.84,2099.12,SPEAKER_00, clarify
2099.12,2099.56,SPEAKER_00, if
2099.56,2099.7,SPEAKER_00, you
2099.7,2099.76,SPEAKER_00, if
2099.76,2099.76,SPEAKER_00, you
2099.76,2099.92,SPEAKER_00, view
2099.92,2100.2,SPEAKER_00, technical
2100.2,2101.08,SPEAKER_00, feudalism
2101.08,2101.26,SPEAKER_00, as
2101.26,2101.42,SPEAKER_00, like
2101.42,2101.62,SPEAKER_00, a
2101.62,2102.3,SPEAKER_00, version
2102.3,2102.74,SPEAKER_00, or
2102.74,2102.98,SPEAKER_00, like
2102.98,2103.2,SPEAKER_00, a
2103.2,2103.98,SPEAKER_00, component
2103.98,2104.2,SPEAKER_00, of
2104.2,2104.6,SPEAKER_00, capitalism
2104.6,2104.86,SPEAKER_00, or
2104.86,2105.1,SPEAKER_00, if
2105.1,2105.22,SPEAKER_00, you
2105.22,2105.38,SPEAKER_00, feel
2105.38,2105.5,SPEAKER_00, that
2105.5,2105.6,SPEAKER_00, it's
2105.6,2105.74,SPEAKER_00, more
2105.74,2105.92,SPEAKER_00, like
2105.92,2106.16,SPEAKER_00, a
2106.16,2106.64,SPEAKER_00, you
2106.64,2106.74,SPEAKER_00, know
2106.74,2107.12,SPEAKER_00, broader
2107.12,2107.4,SPEAKER_00, next
2107.4,2107.68,SPEAKER_00, stage
2107.68,2107.78,SPEAKER_00, i
2107.78,2108.0,SPEAKER_00, guess
2108.0,2108.18,SPEAKER_00, or
2108.18,2108.72,SPEAKER_00, yeah
2108.72,2109.18,SPEAKER_00, yeah
2109.18,2110.48,SPEAKER_00, this
2108.18,2108.72,SPEAKER_01, yeah
2108.72,2109.18,SPEAKER_01, yeah
2109.18,2110.48,SPEAKER_01, this
2110.48,2110.6,SPEAKER_01, is
2110.6,2110.78,SPEAKER_01, always
2110.78,2110.96,SPEAKER_01, the
2110.96,2111.44,SPEAKER_01, question
2111.44,2111.74,SPEAKER_01, right
2111.74,2112.28,SPEAKER_01, um
2112.28,2112.98,SPEAKER_01, so
2112.98,2115.62,SPEAKER_01, i
2110.96,2111.44,SPEAKER_00, question
2111.44,2111.74,SPEAKER_00, right
2112.98,2115.62,SPEAKER_01, i
2115.62,2116.38,SPEAKER_01, think
2116.38,2118.7,SPEAKER_01, i
2116.38,2118.7,SPEAKER_01, i
2118.7,2118.7,SPEAKER_01, think
2118.7,2118.7,SPEAKER_01, you
2118.7,2118.84,SPEAKER_01, know
2118.84,2119.02,SPEAKER_01, i
2119.02,2119.32,SPEAKER_01, started
2119.32,2119.74,SPEAKER_01, thinking
2119.74,2120.06,SPEAKER_01, about
2120.06,2120.54,SPEAKER_01, this
2120.54,2120.92,SPEAKER_01, before
2120.92,2121.14,SPEAKER_01, i
2121.14,2121.3,SPEAKER_01, had
2121.3,2121.74,SPEAKER_01, words
2121.74,2122.0,SPEAKER_01, for
2122.0,2123.34,SPEAKER_01, it
2123.34,2123.8,SPEAKER_01, um
2123.8,2125.3,SPEAKER_01, i
2123.8,2125.3,SPEAKER_01, i
2125.3,2125.54,SPEAKER_01, think
2125.54,2125.66,SPEAKER_01, it
2125.66,2125.86,SPEAKER_01, was
2125.86,2126.34,SPEAKER_01, back
2126.34,2126.7,SPEAKER_01, you
2126.7,2126.92,SPEAKER_01, know
2126.92,2128.26,SPEAKER_01, when
2126.92,2128.26,SPEAKER_01, when
2128.26,2128.38,SPEAKER_01, i
2128.4,2128.94,SPEAKER_01, started
2128.94,2131.4,SPEAKER_01, like
2128.94,2131.4,SPEAKER_01, like
2131.4,2131.68,SPEAKER_01, in
2131.68,2132.66,SPEAKER_01, 2018
2132.66,2133.08,SPEAKER_01, or
2133.08,2133.42,SPEAKER_01, so
2133.42,2133.9,SPEAKER_01, like
2133.9,2134.26,SPEAKER_01, what
2134.26,2134.6,SPEAKER_01, is
2134.6,2134.84,SPEAKER_01, it
2134.84,2135.28,SPEAKER_01, about
2135.28,2136.64,SPEAKER_01, these
2135.28,2136.64,SPEAKER_01, these
2136.64,2137.34,SPEAKER_01, technological
2137.34,2137.92,SPEAKER_01, like
2137.92,2138.36,SPEAKER_01, not
2138.36,2138.56,SPEAKER_01, just
2138.56,2139.1,SPEAKER_01, technological
2139.1,2139.52,SPEAKER_01, but
2139.52,2139.72,SPEAKER_01, just
2139.72,2140.0,SPEAKER_01, like
2140.0,2140.84,SPEAKER_01, property
2140.84,2143.1,SPEAKER_01, all
2140.84,2143.1,SPEAKER_01, all
2143.1,2143.38,SPEAKER_01, sorts
2143.38,2143.5,SPEAKER_01, of
2143.5,2143.74,SPEAKER_01, things
2143.74,2143.92,SPEAKER_01, in
2143.92,2144.4,SPEAKER_01, society
2144.4,2144.68,SPEAKER_01, just
2144.68,2145.14,SPEAKER_01, inherently
2145.14,2145.44,SPEAKER_01, seem
2145.44,2145.56,SPEAKER_01, to
2145.56,2145.74,SPEAKER_01, be
2145.74,2145.98,SPEAKER_01, just
2145.98,2146.18,SPEAKER_01, like
2146.18,2146.42,SPEAKER_01, a
2146.42,2146.82,SPEAKER_01, scam
2147.62,2148.22,SPEAKER_01, because
2148.22,2148.58,SPEAKER_01, people
2148.58,2148.8,SPEAKER_01, are
2148.8,2149.1,SPEAKER_01, trying
2149.1,2149.24,SPEAKER_01, to
2149.24,2149.46,SPEAKER_01, make
2149.46,2149.6,SPEAKER_01, as
2149.6,2149.78,SPEAKER_01, much
2149.78,2150.08,SPEAKER_01, money
2150.08,2150.22,SPEAKER_01, as
2150.22,2150.42,SPEAKER_01, they
2150.42,2150.74,SPEAKER_01, can
2150.74,2151.26,SPEAKER_01, and
2151.26,2151.64,SPEAKER_01, like
2151.64,2151.98,SPEAKER_01, the
2151.98,2152.24,SPEAKER_01, rest
2152.24,2152.36,SPEAKER_01, of
2152.36,2152.54,SPEAKER_01, us
2152.54,2152.7,SPEAKER_01, be
2152.7,2153.08,SPEAKER_01, damned
2153.08,2153.64,SPEAKER_01, right
2153.64,2154.26,SPEAKER_01, and
2154.26,2154.66,SPEAKER_01, like
2154.66,2156.12,SPEAKER_01, that's
2154.66,2156.12,SPEAKER_01, that's
2156.12,2156.28,SPEAKER_01, always
2156.28,2156.52,SPEAKER_01, sort
2156.52,2156.72,SPEAKER_01, of
2156.72,2156.88,SPEAKER_01, been
2156.88,2157.22,SPEAKER_01, true
2157.22,2157.56,SPEAKER_01, right
2157.56,2157.76,SPEAKER_01, but
2157.76,2158.02,SPEAKER_01, like
2158.02,2158.28,SPEAKER_01, what
2158.4,2158.54,SPEAKER_01, we
2158.54,2158.9,SPEAKER_01, see
2158.9,2159.22,SPEAKER_01, here
2159.22,2159.42,SPEAKER_01, is
2159.42,2159.56,SPEAKER_01, a
2159.56,2159.78,SPEAKER_01, sort
2159.78,2161.6,SPEAKER_01, of
2159.78,2161.6,SPEAKER_01, of
2161.6,2162.1,SPEAKER_01, dissolution
2162.1,2162.4,SPEAKER_01, like
2162.4,2162.9,SPEAKER_01, wider
2162.9,2163.4,SPEAKER_01, spread
2163.4,2164.38,SPEAKER_01, disillusionment
2164.38,2164.66,SPEAKER_01, with
2164.66,2164.84,SPEAKER_01, the
2164.84,2165.38,SPEAKER_01, putative
2165.38,2166.18,SPEAKER_01, fiction
2166.18,2166.8,SPEAKER_01, of
2166.8,2167.84,SPEAKER_01, capitalism
2167.84,2168.38,SPEAKER_01, as
2168.38,2168.78,SPEAKER_01, like
2168.78,2169.04,SPEAKER_01, you
2169.04,2169.22,SPEAKER_01, know
2169.22,2169.76,SPEAKER_01, people
2169.76,2170.42,SPEAKER_01, decide
2170.42,2170.82,SPEAKER_01, by
2170.82,2171.46,SPEAKER_01, determining
2171.46,2172.4,SPEAKER_01, you
2171.46,2172.4,SPEAKER_01, you
2172.4,2172.52,SPEAKER_01, know
2172.52,2172.7,SPEAKER_01, their
2172.7,2173.28,SPEAKER_01, participation
2173.28,2173.56,SPEAKER_01, in
2173.56,2173.66,SPEAKER_01, the
2173.66,2174.04,SPEAKER_01, market
2174.04,2174.5,SPEAKER_01, and
2174.5,2174.88,SPEAKER_01, people
2174.88,2175.38,SPEAKER_01, decide
2175.38,2175.58,SPEAKER_01, and
2175.58,2175.7,SPEAKER_01, it
2175.7,2176.06,SPEAKER_01, can
2176.06,2176.68,SPEAKER_01, you
2176.06,2176.68,SPEAKER_01, you
2176.68,2176.88,SPEAKER_01, know
2176.88,2177.48,SPEAKER_01, create
2177.48,2177.76,SPEAKER_01, some
2177.76,2178.0,SPEAKER_01, sort
2178.0,2178.1,SPEAKER_01, of
2178.1,2178.28,SPEAKER_01, like
2178.28,2179.04,SPEAKER_01, teleological
2179.04,2179.74,SPEAKER_01, change
2179.74,2180.14,SPEAKER_01, toward
2180.14,2180.3,SPEAKER_01, the
2180.3,2180.64,SPEAKER_01, better
2180.64,2180.92,SPEAKER_01, right
2180.92,2181.1,SPEAKER_01, like
2181.1,2181.24,SPEAKER_01, there
2181.24,2181.36,SPEAKER_01, are
2181.36,2181.52,SPEAKER_01, so
2181.52,2181.74,SPEAKER_01, many
2181.74,2182.3,SPEAKER_01, examples
2182.3,2183.12,SPEAKER_01, every
2183.12,2183.32,SPEAKER_01, day
2183.32,2183.46,SPEAKER_01, that
2183.46,2183.6,SPEAKER_01, we
2183.6,2183.8,SPEAKER_01, all
2183.8,2184.2,SPEAKER_01, interact
2184.2,2184.46,SPEAKER_01, with
2184.46,2185.0,SPEAKER_01, and
2184.46,2185.0,SPEAKER_01, and
2185.0,2185.14,SPEAKER_01, you
2185.14,2185.3,SPEAKER_01, know
2185.3,2185.66,SPEAKER_01, since
2185.66,2186.24,SPEAKER_01, 2018
2186.24,2186.52,SPEAKER_01, of
2186.52,2186.74,SPEAKER_01, course
2186.74,2186.96,SPEAKER_01, and
2186.96,2187.24,SPEAKER_01, then
2189.5,2190.06,SPEAKER_01, uh
2190.06,2190.38,SPEAKER_01, you
2190.38,2190.56,SPEAKER_01, know
2190.56,2191.24,SPEAKER_01, so
2191.24,2191.52,SPEAKER_01, jody
2191.52,2191.74,SPEAKER_01, dean
2191.74,2191.98,SPEAKER_01, came
2191.98,2192.12,SPEAKER_01, out
2192.12,2192.24,SPEAKER_01, with
2192.24,2192.36,SPEAKER_01, that
2192.36,2192.74,SPEAKER_01, piece
2192.74,2192.94,SPEAKER_01, in
2192.94,2193.04,SPEAKER_01, the
2193.04,2193.18,SPEAKER_01, new
2193.18,2193.44,SPEAKER_01, left
2193.44,2193.66,SPEAKER_01, or
2193.66,2193.9,SPEAKER_01, no
2193.9,2194.18,SPEAKER_01, in
2194.18,2194.48,SPEAKER_01, the
2194.48,2194.94,SPEAKER_01, LA
2194.94,2195.28,SPEAKER_01, review
2195.28,2195.44,SPEAKER_01, of
2195.44,2195.78,SPEAKER_01, books
2195.78,2195.96,SPEAKER_01, in
2195.96,2196.46,SPEAKER_01, 2020
2196.46,2196.76,SPEAKER_01, and
2196.76,2196.84,SPEAKER_01, i
2196.84,2196.94,SPEAKER_01, was
2196.94,2197.06,SPEAKER_01, like
2197.06,2197.26,SPEAKER_01, oh
2197.26,2197.6,SPEAKER_01, yes
2197.6,2198.12,SPEAKER_01, this
2198.12,2198.28,SPEAKER_01, is
2198.28,2198.44,SPEAKER_01, what
2198.44,2198.66,SPEAKER_01, i've
2198.66,2198.8,SPEAKER_01, been
2198.8,2199.1,SPEAKER_01, thinking
2199.1,2199.42,SPEAKER_01, about
2199.42,2199.68,SPEAKER_01, this
2199.68,2199.84,SPEAKER_01, is
2199.84,2200.0,SPEAKER_01, the
2200.0,2200.34,SPEAKER_01, word
2200.34,2200.86,SPEAKER_01, this
2200.86,2201.0,SPEAKER_01, is
2201.0,2201.14,SPEAKER_01, the
2201.14,2201.44,SPEAKER_01, word
2201.44,2202.3,SPEAKER_01, um
2197.6,2198.12,SPEAKER_03, this
2197.6,2198.12,SPEAKER_00, this
2198.12,2198.28,SPEAKER_00, is
2201.44,2202.3,SPEAKER_01, um
2202.3,2203.44,SPEAKER_01, and
2202.3,2203.44,SPEAKER_01, and
2203.44,2204.3,SPEAKER_01, then
2204.3,2205.82,SPEAKER_01, you
2204.3,2205.82,SPEAKER_01, you
2205.82,2206.02,SPEAKER_01, know
2206.02,2206.28,SPEAKER_01, other
2206.28,2206.58,SPEAKER_01, folks
2206.58,2206.74,SPEAKER_01, came
2206.74,2206.94,SPEAKER_01, like
2206.94,2207.32,SPEAKER_01, mackenzie
2207.32,2207.8,SPEAKER_01, work
2207.8,2208.22,SPEAKER_01, and
2208.22,2208.5,SPEAKER_01, yannos
2208.5,2208.78,SPEAKER_01, vera
2208.78,2209.36,SPEAKER_01, fecalcas
2209.36,2209.76,SPEAKER_01, um
2209.76,2210.14,SPEAKER_01, came
2210.14,2210.42,SPEAKER_01, out
2210.42,2210.74,SPEAKER_01, with
2210.74,2210.94,SPEAKER_01, you
2210.94,2211.08,SPEAKER_01, know
2211.08,2211.34,SPEAKER_01, their
2211.34,2211.6,SPEAKER_01, sort
2211.6,2211.74,SPEAKER_01, of
2211.74,2212.2,SPEAKER_01, treatises
2212.2,2212.62,SPEAKER_01, on
2212.62,2213.74,SPEAKER_01, um
2213.74,2215.14,SPEAKER_01, on
2213.74,2215.14,SPEAKER_01, on
2215.14,2215.4,SPEAKER_01, you
2215.4,2215.5,SPEAKER_01, know
2215.5,2215.8,SPEAKER_01, techno
2215.8,2216.48,SPEAKER_01, feudalism
2216.48,2216.76,SPEAKER_01, or
2216.76,2216.98,SPEAKER_01, neo
2216.98,2217.56,SPEAKER_01, feudalism
2217.56,2217.96,SPEAKER_01, right
2218.4,2219.0,SPEAKER_01, where
2219.0,2219.22,SPEAKER_01, we
2219.22,2219.46,SPEAKER_01, are
2219.46,2219.94,SPEAKER_01, all
2219.94,2220.3,SPEAKER_01, you
2220.3,2220.48,SPEAKER_01, know
2220.48,2221.36,SPEAKER_01, increasingly
2221.36,2223.42,SPEAKER_01, serfs
2223.42,2224.0,SPEAKER_01, in
2224.0,2224.54,SPEAKER_01, in
2224.54,2224.96,SPEAKER_01, you
2224.96,2225.08,SPEAKER_01, know
2225.08,2225.3,SPEAKER_01, to
2225.3,2225.58,SPEAKER_01, these
2225.58,2225.84,SPEAKER_01, like
2225.84,2226.48,SPEAKER_01, large
2226.48,2226.84,SPEAKER_01, tech
2226.84,2227.56,SPEAKER_01, billionaires
2227.56,2227.9,SPEAKER_01, right
2227.9,2228.2,SPEAKER_01, and
2228.2,2228.56,SPEAKER_01, we
2228.56,2228.88,SPEAKER_01, pay
2228.88,2229.06,SPEAKER_01, for
2229.06,2229.7,SPEAKER_01, subscriptions
2229.7,2230.08,SPEAKER_01, for
2230.08,2230.58,SPEAKER_01, access
2230.58,2230.9,SPEAKER_01, to
2230.9,2231.16,SPEAKER_01, their
2231.16,2231.32,SPEAKER_01, you
2231.32,2231.48,SPEAKER_01, know
2231.48,2231.98,SPEAKER_01, walled
2231.98,2232.34,SPEAKER_01, gardens
2232.34,2232.88,SPEAKER_01, literally
2232.88,2233.3,SPEAKER_01, right
2233.3,2234.22,SPEAKER_01, um
2233.3,2234.22,SPEAKER_01, um
2234.22,2235.1,SPEAKER_01, and
2234.22,2235.1,SPEAKER_01, and
2235.1,2235.46,SPEAKER_01, so
2235.46,2236.04,SPEAKER_01, i
2236.04,2236.28,SPEAKER_01, don't
2236.28,2236.5,SPEAKER_01, think
2236.5,2236.72,SPEAKER_01, it's
2236.72,2237.12,SPEAKER_01, something
2237.12,2237.66,SPEAKER_01, you
2237.66,2237.82,SPEAKER_01, know
2237.82,2238.06,SPEAKER_01, it's
2238.06,2238.24,SPEAKER_01, just
2238.24,2238.36,SPEAKER_01, a
2238.36,2238.54,SPEAKER_01, way
2238.54,2238.68,SPEAKER_01, to
2238.68,2238.98,SPEAKER_01, talk
2238.98,2239.3,SPEAKER_01, about
2239.3,2239.5,SPEAKER_01, for
2239.5,2239.82,SPEAKER_01, me
2239.82,2240.14,SPEAKER_01, it's
2240.14,2240.28,SPEAKER_01, like
2240.28,2240.4,SPEAKER_01, a
2240.4,2240.58,SPEAKER_01, way
2240.58,2240.72,SPEAKER_01, to
2240.72,2241.0,SPEAKER_01, talk
2241.0,2241.28,SPEAKER_01, about
2241.28,2241.5,SPEAKER_01, like
2241.5,2241.84,SPEAKER_01, how
2241.84,2242.1,SPEAKER_01, our
2242.1,2242.66,SPEAKER_01, society
2242.66,2242.94,SPEAKER_01, is
2242.94,2243.14,SPEAKER_01, sort
2243.14,2243.34,SPEAKER_01, of
2243.34,2244.12,SPEAKER_01, morphing
2244.12,2244.34,SPEAKER_01, and
2244.34,2244.7,SPEAKER_01, changing
2244.7,2245.1,SPEAKER_01, into
2245.1,2245.34,SPEAKER_01, this
2245.34,2245.62,SPEAKER_01, like
2245.62,2246.8,SPEAKER_01, society
2245.62,2246.8,SPEAKER_01, society
2246.8,2247.0,SPEAKER_01, of
2247.0,2247.14,SPEAKER_01, the
2247.14,2247.54,SPEAKER_01, scam
2247.54,2248.38,SPEAKER_01, right
2247.54,2248.38,SPEAKER_03, right
2247.54,2248.38,SPEAKER_01, right
2248.4,2249.5,SPEAKER_01, where
2249.5,2250.78,SPEAKER_01, you
2249.5,2250.78,SPEAKER_01, you
2250.78,2250.98,SPEAKER_01, come
2250.98,2251.14,SPEAKER_01, to
2251.14,2251.54,SPEAKER_01, expect
2251.54,2251.88,SPEAKER_01, it
2251.88,2252.12,SPEAKER_01, you
2252.12,2252.36,SPEAKER_01, live
2252.36,2252.52,SPEAKER_01, your
2252.52,2252.86,SPEAKER_01, life
2252.86,2253.28,SPEAKER_01, according
2253.28,2255.1,SPEAKER_01, to
2255.1,2255.1,SPEAKER_01, accordingly
2255.1,2255.54,SPEAKER_01, right
2255.54,2256.0,SPEAKER_01, um
2256.0,2257.58,SPEAKER_01, and
2256.0,2257.58,SPEAKER_01, and
2257.58,2258.22,SPEAKER_01, you
2258.22,2258.38,SPEAKER_01, know
2258.38,2259.06,SPEAKER_01, you
2258.38,2259.06,SPEAKER_01, you
2259.06,2259.18,SPEAKER_01, can
2259.18,2259.36,SPEAKER_01, argue
2259.36,2259.56,SPEAKER_01, that
2259.56,2259.94,SPEAKER_01, capitalism
2259.94,2260.18,SPEAKER_01, has
2260.18,2260.34,SPEAKER_01, always
2260.34,2260.52,SPEAKER_01, been
2260.52,2260.66,SPEAKER_01, a
2260.66,2260.96,SPEAKER_01, scam
2260.96,2261.24,SPEAKER_01, but
2261.24,2261.34,SPEAKER_01, i
2261.34,2261.5,SPEAKER_01, think
2261.5,2261.68,SPEAKER_01, this
2261.68,2261.8,SPEAKER_01, is
2261.8,2261.92,SPEAKER_01, an
2261.92,2262.74,SPEAKER_01, intensification
2262.74,2263.28,SPEAKER_01, and
2263.28,2263.4,SPEAKER_01, a
2263.4,2265.0,SPEAKER_01, sort
2265.0,2265.0,SPEAKER_01, of
2265.0,2265.0,SPEAKER_01, like
2265.0,2265.02,SPEAKER_01, um
2265.02,2266.22,SPEAKER_01, attempt
2266.22,2268.18,SPEAKER_01, sort
2260.96,2261.24,SPEAKER_00, but
2261.24,2261.34,SPEAKER_00, i
2261.24,2261.34,SPEAKER_02, i
2261.24,2261.34,SPEAKER_00, i
2261.34,2261.5,SPEAKER_00, think
2262.74,2263.28,SPEAKER_00, and
2263.28,2263.4,SPEAKER_00, a
2266.22,2268.18,SPEAKER_01, sort
2268.18,2268.96,SPEAKER_01, of
2268.96,2269.02,SPEAKER_01, concentrated
2269.02,2269.66,SPEAKER_01, attempt
2269.66,2270.36,SPEAKER_01, for
2270.36,2271.14,SPEAKER_01, uh
2270.36,2271.14,SPEAKER_01, uh
2271.14,2271.56,SPEAKER_01, by
2271.56,2272.02,SPEAKER_01, folks
2272.02,2272.24,SPEAKER_01, who
2272.24,2272.54,SPEAKER_01, have
2272.54,2272.68,SPEAKER_01, a
2272.68,2273.06,SPEAKER_01, lot
2273.06,2273.3,SPEAKER_01, to
2273.3,2273.5,SPEAKER_01, get
2273.5,2273.96,SPEAKER_01, more
2273.96,2274.6,SPEAKER_01, and
2274.6,2275.02,SPEAKER_01, you
2275.02,2275.16,SPEAKER_01, know
2275.16,2275.4,SPEAKER_01, like
2275.4,2275.52,SPEAKER_01, they
2275.52,2275.86,SPEAKER_01, said
2275.86,2276.28,SPEAKER_01, like
2276.28,2278.08,SPEAKER_01, like
2276.28,2278.08,SPEAKER_01, like
2278.08,2278.18,SPEAKER_01, like
2278.18,2278.38,SPEAKER_01, donald
2278.4,2278.7,SPEAKER_01, Trump
2278.7,2279.06,SPEAKER_01, said
2279.06,2279.26,SPEAKER_01, in
2279.26,2279.46,SPEAKER_01, his
2279.46,2280.16,SPEAKER_01, inauguration
2280.16,2280.64,SPEAKER_01, speech
2280.64,2281.16,SPEAKER_01, engage
2281.16,2281.32,SPEAKER_01, in
2281.32,2281.64,SPEAKER_01, manifest
2281.64,2282.12,SPEAKER_01, destiny
2282.12,2282.32,SPEAKER_01, to
2282.32,2282.46,SPEAKER_01, the
2282.46,2282.9,SPEAKER_01, stars
2282.9,2284.54,SPEAKER_01, right
2282.9,2284.54,SPEAKER_01, right
2284.54,2285.04,SPEAKER_01, like
2285.04,2285.66,SPEAKER_01, there's
2285.04,2285.66,SPEAKER_01, there's
2285.66,2285.82,SPEAKER_01, no
2285.82,2286.3,SPEAKER_01, clearer
2286.3,2287.94,SPEAKER_01, picture
2286.3,2287.94,SPEAKER_01, picture
2287.94,2288.26,SPEAKER_01, than
2288.26,2288.7,SPEAKER_01, that
2288.7,2289.08,SPEAKER_01, um
2289.08,2289.42,SPEAKER_01, and
2289.42,2289.66,SPEAKER_01, so
2289.66,2290.18,SPEAKER_01, you
2290.18,2290.34,SPEAKER_01, know
2290.34,2290.6,SPEAKER_01, it's
2290.6,2290.76,SPEAKER_01, less
2290.76,2291.16,SPEAKER_01, important
2291.16,2291.36,SPEAKER_01, to
2291.36,2291.78,SPEAKER_01, me
2291.78,2292.76,SPEAKER_01, uh
2291.78,2292.76,SPEAKER_01, uh
2292.76,2293.06,SPEAKER_01, you
2293.06,2293.16,SPEAKER_01, know
2293.16,2293.24,SPEAKER_01, i
2293.24,2293.46,SPEAKER_01, don't
2293.46,2293.66,SPEAKER_01, think
2293.66,2293.88,SPEAKER_01, it's
2293.88,2294.18,SPEAKER_01, like
2294.18,2294.98,SPEAKER_01, you
2294.18,2294.98,SPEAKER_01, you
2294.98,2295.12,SPEAKER_01, know
2295.12,2295.32,SPEAKER_01, a
2295.32,2295.56,SPEAKER_01, stopping
2295.56,2295.92,SPEAKER_01, point
2295.92,2296.08,SPEAKER_01, and
2296.08,2296.22,SPEAKER_01, this
2296.22,2296.38,SPEAKER_01, is
2296.38,2296.58,SPEAKER_01, like
2296.58,2296.9,SPEAKER_01, completely
2296.9,2297.3,SPEAKER_01, different
2297.3,2297.48,SPEAKER_01, and
2297.48,2297.6,SPEAKER_01, we're
2297.6,2297.7,SPEAKER_01, all
2297.7,2297.8,SPEAKER_01, going
2297.8,2297.86,SPEAKER_01, to
2297.86,2298.02,SPEAKER_01, be
2298.02,2298.36,SPEAKER_01, like
2298.36,2299.38,SPEAKER_01, little
2298.36,2299.38,SPEAKER_01, little
2299.38,2299.74,SPEAKER_01, you
